Date,Open,High,Low,Close,Volume,ma_200,change_pct
1999-03-10,43.181444,43.207838,42.468791,43.128654,5232000,43.128654,
1999-03-11,43.445407,43.696155,42.495203,43.339828,9688600,43.130755,0.49
1999-03-12,43.181441,43.207835,41.940898,42.284027,8743600,43.12233,-2.44
1999-03-15,42.60077,43.550973,42.152063,43.498184,6369000,43.12607,2.87
1999-03-16,43.682937,44.05246,43.207836,43.867699,4905800,43.133449,0.85
1999-03-17,43.86771,43.920499,43.419003,43.550976,3965000,43.137604,-0.72
1999-03-18,43.49817,44.421979,43.484973,44.395584,4848400,43.150121,1.94
1999-03-19,44.976272,44.976272,43.234233,43.260628,7160400,43.151221,-2.56
1999-03-22,43.445387,43.550965,42.653551,42.732735,5024800,43.147057,-1.22
1999-03-23,42.49519,42.653557,41.149069,41.228252,10962400,43.127964,-3.52
1999-03-24,41.597773,42.653554,40.964304,42.627159,8447000,43.122981,3.39
1999-03-25,43.287034,44.184448,43.003293,44.184448,8133800,43.133543,3.65
1999-03-26,43.814913,44.316409,43.524574,43.709335,8256200,43.139272,-1.08
1999-03-29,44.237226,45.319401,43.973281,45.293007,5113800,43.160702,3.62
1999-03-30,45.240218,45.609741,44.791511,44.976273,4940600,43.178768,-0.7
1999-03-31,45.715312,45.768101,44.18443,44.316402,8256600,43.190087,-1.47
1999-04-01,45.609716,45.662505,44.501146,45.240192,8715800,43.210486,2.08
1999-04-05,45.972662,46.942661,45.688921,46.876675,5697200,43.246966,3.62
1999-04-06,46.823878,47.483741,46.42796,46.969048,7522400,43.284001,0.2
1999-04-07,47.404551,47.51013,45.477752,46.480743,11923600,43.31581,-1.04
1999-04-08,46.40157,47.07463,45.451367,46.850277,7952400,43.350979,0.8
1999-04-09,46.771086,47.246188,46.639114,47.14061,4946800,43.388686,0.62
1999-04-12,46.032055,47.140625,45.979266,46.823891,10934000,43.422868,-0.67
1999-04-13,47.114238,47.219816,45.820906,46.19043,9962200,43.450406,-1.35
1999-04-14,46.771106,46.823895,44.349408,44.606754,21253800,43.461911,-3.43
1999-04-15,44.765114,45.286406,43.181443,45.213821,17650600,43.479343,1.36
1999-04-16,45.108245,45.108245,43.656546,43.894096,17274000,43.48347,-2.92
1999-04-19,44.18442,44.553943,41.3932,41.835308,19460600,43.467071,-4.69
1999-04-20,41.650562,43.128655,41.254644,42.785526,17413600,43.460289,2.27
1999-04-21,43.181421,44.923459,42.600742,44.897064,10940400,43.474585,4.94
1999-04-22,45.31939,46.243198,45.022451,46.111225,13630600,43.500821,2.7
1999-04-23,45.873671,47.061425,45.39857,46.718296,7064400,43.532835,1.32
1999-04-26,47.035038,48.143608,46.883269,47.79388,5421000,43.575234,2.3
1999-04-27,48.143607,48.381158,46.460957,47.061432,16482800,43.609922,-1.53
1999-04-28,46.665518,46.823885,45.246813,45.45137,7676800,43.628245,-3.42
1999-04-29,45.240223,45.504168,44.131653,45.081856,19148200,43.642709,-0.81
1999-04-30,45.715317,45.952868,43.762123,45.372189,15295200,43.659918,0.64
1999-05-03,45.240214,45.424976,44.375793,45.134636,11109800,43.674592,-0.52
1999-05-04,45.213833,45.926485,44.158052,44.421997,15428400,43.682028,-1.58
1999-05-05,44.448371,45.768097,43.10225,45.768097,12642600,43.702785,3.03
1999-05-06,45.345802,45.74172,43.682946,44.105259,15173400,43.70679,-3.63
1999-05-07,44.501184,44.870708,43.550981,44.738735,16430400,43.717058,1.44
1999-05-10,45.029068,45.490972,44.501177,45.187435,10604200,43.731689,1.0
1999-05-11,45.556934,46.137613,45.292989,45.900063,8800800,43.753265,1.58
1999-05-12,46.11123,47.008644,44.76511,46.850277,12507400,43.784081,2.07
1999-05-13,47.219806,47.29899,45.768107,45.979263,9864000,43.805923,-1.86
1999-05-14,45.081848,45.609738,44.765113,45.108242,12205400,43.818882,-1.89
1999-05-17,44.712334,46.058455,44.270226,45.919884,9906800,43.839787,1.8
1999-05-18,45.873692,46.137637,45.187434,45.715324,9267800,43.858449,-0.45
1999-05-19,45.900071,46.375172,45.187419,46.348778,7985600,43.883229,1.39
1999-05-20,46.447756,46.447756,45.002656,45.075241,5997200,43.895089,-2.75
1999-05-21,45.213816,45.345788,44.42198,44.659531,10958600,43.902696,-0.92
1999-05-24,44.738719,44.817902,43.234231,43.52457,9569800,43.898933,-2.54
1999-05-25,43.471777,44.105246,41.914501,42.099262,17771200,43.881026,-3.27
1999-05-26,42.653555,43.445391,41.333829,43.273827,26772000,43.874984,2.79
1999-05-27,43.102265,43.861108,42.54798,43.234238,23334800,43.868609,-0.09
1999-05-28,43.498192,44.18445,42.943907,43.946899,12969800,43.869388,1.65
1999-06-01,43.867701,44.078857,42.732737,42.970287,6960200,43.860442,-2.22
1999-06-02,42.943893,43.92049,41.868316,43.696136,11996600,43.858807,1.69
1999-06-03,44.026081,44.026081,42.811933,43.075878,11147800,43.851016,-1.42
1999-06-04,43.392592,44.547353,43.392592,44.395584,12987200,43.856435,3.06
1999-06-07,44.705724,45.603138,44.606745,45.319397,11491800,43.870992,2.08
1999-06-08,45.424991,45.636148,43.953496,44.184448,8134800,43.874111,-2.5
1999-06-09,44.342805,45.048859,44.316411,44.923485,8384400,43.884552,1.67
1999-06-10,44.448363,44.712308,43.874283,44.408772,9392400,43.889768,-1.15
1999-06-11,44.712315,44.758505,43.3398,43.735718,16567600,43.888236,-1.52
1999-06-14,43.894088,43.894088,42.811913,42.910892,14136800,43.878511,-1.89
1999-06-15,43.016487,43.808322,42.891113,43.550976,9147800,43.875252,1.49
1999-06-16,44.63315,45.78791,44.580361,45.78791,15060200,43.894283,5.14
1999-06-17,45.18742,46.507146,45.18742,46.29599,16278200,43.918181,1.11
1999-06-18,45.873695,46.639137,45.794512,46.507164,5392800,43.943942,0.46
1999-06-21,46.823902,47.925873,46.744718,47.899479,10565200,43.9833,2.99
1999-06-22,47.615712,48.222786,46.454353,46.454353,10862800,44.007888,-3.02
1999-06-23,46.460953,47.298979,46.164014,47.186802,9607000,44.039519,1.58
1999-06-24,47.167015,47.19341,46.032051,46.249805,14988800,44.061512,-1.99
1999-06-25,46.559953,46.929477,45.768117,46.19043,8635600,44.082695,-0.13
1999-06-28,46.586342,47.351783,46.203621,47.285797,7666200,44.114567,2.37
1999-06-29,47.246199,48.117219,47.008649,47.932457,9000400,44.152556,1.37
1999-06-30,47.97863,50.62468,47.411148,48.671486,19467600,44.19752,1.54
1999-07-01,48.829881,49.278588,47.985256,49.001446,6822600,44.24532,0.68
1999-07-02,48.988236,49.674493,48.988236,49.621704,3302000,44.298817,1.27
1999-07-06,49.885638,50.387134,49.041013,49.304958,8794800,44.348629,-0.64
1999-07-07,49.278589,49.595323,48.93546,49.384167,10520000,44.398734,0.16
1999-07-08,49.384151,50.248572,49.1466,50.044014,11225000,44.454906,1.34
1999-07-09,50.228783,50.598306,49.859259,50.545517,4206800,44.515509,1.0
1999-07-12,50.730285,50.99423,49.991238,50.281578,7816200,44.572883,-0.52
1999-07-13,50.044014,50.228776,49.648096,50.044014,6230000,44.627322,-0.47
1999-07-14,50.545532,50.994239,49.83288,50.89526,6909400,44.689689,1.7
1999-07-15,51.073395,51.363735,50.789654,51.363735,6539800,44.756098,0.92
1999-07-16,51.390134,52.12918,51.370338,51.83884,4913800,44.826573,0.92
1999-07-19,52.049998,52.049998,51.106394,51.310951,6833000,44.891094,-1.02
1999-07-20,50.684071,50.756656,49.19938,49.331352,14837400,44.935276,-3.86
1999-07-21,49.436936,49.99782,49.041018,49.568909,10980400,44.981382,0.48
1999-07-22,49.568894,49.568894,48.169984,48.308556,15148400,45.014488,-2.54
1999-07-23,48.671504,48.876062,47.879669,48.381165,12115000,45.047987,0.15
1999-07-26,47.721307,48.249198,47.114233,47.193417,10720000,45.069335,-2.45
1999-07-27,48.143608,48.882655,47.734493,48.143608,13732800,45.099924,2.01
1999-07-28,48.724298,49.357767,48.097428,49.087223,10161800,45.139599,1.96
1999-07-29,48.169997,48.565915,47.562924,48.038025,13033800,45.168439,-2.14
1999-07-30,48.249202,48.777093,47.72791,47.800495,10947400,45.194629,-0.49
1999-08-02,47.879663,48.829866,47.483745,47.668507,9642400,45.219244,-0.28
1999-08-03,48.321783,48.328382,46.665527,47.358383,13005000,45.240529,-0.65
1999-08-04,47.358367,47.714693,46.460954,46.500546,13227600,45.253067,-1.81
1999-08-05,46.507149,47.239597,45.398579,47.239597,18695200,45.272833,1.59
1999-08-06,46.903078,47.774098,46.401582,46.731514,12392200,45.287348,-1.08
1999-08-09,46.903063,47.035036,46.038643,46.131023,7983400,45.295742,-1.28
1999-08-10,46.005664,46.342194,44.712332,45.715324,16767200,45.299917,-0.9
1999-08-11,46.533549,47.29899,45.834094,47.219807,13101400,45.319021,3.29
1999-08-12,47.404555,47.721289,46.55993,46.665508,12715000,45.332419,-1.17
1999-08-13,47.642107,48.750676,47.562923,48.697887,14342600,45.365906,4.36
1999-08-16,48.671509,49.252189,48.354775,49.087223,11470600,45.402934,0.8
1999-08-17,49.516114,49.568903,48.433939,49.331352,11408400,45.442023,0.5
1999-08-18,49.093826,49.700901,48.59233,48.777092,7035200,45.475207,-1.12
1999-08-19,48.328376,48.671505,47.886268,48.196404,10157800,45.502284,-1.19
1999-08-20,48.249197,48.961849,47.985252,48.961849,6920800,45.536707,1.59
1999-08-23,49.410572,50.519142,49.298395,50.519142,9652000,45.586284,3.18
1999-08-24,50.149592,51.416529,50.050612,50.862244,13891400,45.638781,0.68
1999-08-25,51.178986,52.155584,50.624701,51.944427,11352000,45.701524,2.13
1999-08-26,51.94443,52.129192,51.000826,51.080009,9753000,45.755041,-1.66
1999-08-27,51.462714,51.469313,50.439927,50.571899,9635400,45.80297,-0.99
1999-08-30,50.783061,50.941428,49.72728,49.859253,10141600,45.843331,-1.41
1999-08-31,50.202395,50.730286,49.093825,50.413551,14590400,45.888806,1.11
1999-09-01,50.730257,51.205358,50.413523,50.776447,10752000,45.937439,0.72
1999-09-02,49.832852,50.862238,49.727274,50.598293,14583200,45.983816,-0.35
1999-09-03,52.050016,52.940832,51.865255,52.921036,14195400,46.052843,4.59
1999-09-07,52.815444,53.343335,52.604288,52.683472,9009000,46.118819,-0.45
1999-09-08,52.366735,52.894626,51.548505,51.970818,14303400,46.177048,-1.35
1999-09-09,51.997228,52.841853,51.733283,52.709881,12677600,46.242051,1.42
1999-09-10,53.422526,53.83824,52.815452,53.316948,10251000,46.312448,1.15
1999-09-13,53.26417,53.369748,52.39315,52.676891,7240800,46.375776,-1.2
1999-09-14,52.4723,53.336721,52.366722,52.967197,10022600,46.441362,0.55
1999-09-15,53.627079,53.627079,51.891638,51.944427,16096000,46.496119,-1.93
1999-09-16,51.918034,52.393135,50.842457,51.918034,15371000,46.550069,-0.05
1999-09-17,52.393128,53.580882,52.313945,53.475304,14506400,46.618976,3.0
1999-09-20,53.633674,53.844831,53.237757,53.600681,6187200,46.688446,0.23
1999-09-21,53.132168,53.237746,52.16217,52.313938,12265800,46.744421,-2.4
1999-09-22,52.39312,53.145364,51.759651,52.868221,12441800,46.805355,1.06
1999-09-23,53.422505,53.528083,50.367339,50.677475,19766000,46.843883,-4.14
1999-09-24,50.360756,50.941436,49.516131,50.743477,23570800,46.882685,0.13
1999-09-27,51.469327,51.838851,50.941437,51.099804,12608800,46.924646,0.7
1999-09-28,50.842448,51.522107,49.753674,51.337345,20622000,46.968554,0.46
1999-09-29,51.337347,51.70687,50.307961,50.307961,15557000,47.001782,-2.01
1999-09-30,50.783076,51.363756,50.149607,50.835865,17604200,47.039932,1.05
1999-10-01,50.149606,50.855659,49.621715,50.855659,19607400,47.077899,0.04
1999-10-04,51.126188,52.181969,50.835849,51.997208,12434200,47.126848,2.24
1999-10-05,52.181979,53.00021,51.258171,52.366741,19526400,47.178986,0.71
1999-10-06,52.683472,53.495104,51.885038,53.41592,19098200,47.241045,2.0
1999-10-07,53.712859,53.970205,52.894629,53.290546,22013600,47.301239,-0.23
1999-10-08,53.0794,54.003209,52.366748,53.85144,22523200,47.366415,1.05
1999-10-11,54.003201,54.63667,53.871229,54.610275,13016000,47.438493,1.41
1999-10-12,54.425505,54.861015,53.211357,53.369724,20182800,47.497511,-2.27
1999-10-13,52.762666,53.396134,51.574912,51.786068,22570600,47.540183,-2.97
1999-10-14,51.970815,52.472311,51.12619,52.109386,22130400,47.585647,0.62
1999-10-15,50.783056,51.522102,50.261764,50.571899,33703000,47.615361,-2.95
1999-10-18,50.624707,50.809469,48.493349,49.93185,24714800,47.638411,-1.27
1999-10-19,50.472929,50.730275,49.35776,50.202385,26657200,47.663923,0.54
1999-10-20,50.967824,52.148979,50.466328,51.733265,22486400,47.704414,3.05
1999-10-21,50.888639,52.577888,50.519116,52.577888,22454800,47.752906,1.63
1999-10-22,52.888022,53.422511,52.155574,52.340336,16589400,47.798553,-0.45
1999-10-25,52.102796,52.940822,51.89164,52.366741,13855400,47.844007,0.05
1999-10-26,53.000209,53.290548,51.838849,51.944427,13542400,47.884807,-0.81
1999-10-27,51.812442,52.049992,51.053599,51.865231,15225200,47.924414,-0.15
1999-10-28,52.683479,53.844838,52.208377,53.660076,14103800,47.981485,3.46
1999-10-29,54.900604,55.956385,54.715843,55.534073,19000000,48.056635,3.49
1999-11-01,55.534088,56.193951,55.171163,55.243748,9681800,48.128149,-0.52
1999-11-02,55.534072,56.22033,55.06557,55.276726,12834800,48.199279,0.06
1999-11-03,56.061981,56.69545,55.903614,56.378716,18752600,48.280666,1.99
1999-11-04,57.163945,57.276122,56.405102,57.012177,20048600,48.367547,1.12
1999-11-05,58.173541,58.463881,57.592861,57.592861,15134600,48.459341,1.02
1999-11-08,57.804016,58.958777,57.619254,58.754219,10890800,48.561778,2.02
1999-11-09,59.229303,59.334881,57.856788,58.358284,14629800,48.659255,-0.67
1999-11-10,58.384709,59.625253,58.120764,59.123756,16561000,48.76338,1.31
1999-11-11,59.757185,60.25868,59.229294,60.179497,18501400,48.876973,1.79
1999-11-12,60.496254,61.024144,58.595848,60.971355,28646600,48.997315,1.32
1999-11-15,61.024145,61.235302,60.549044,60.852581,10909400,49.115278,-0.19
1999-11-16,61.076885,62.68695,60.81294,62.39661,19126400,49.24743,2.54
1999-11-17,62.396665,62.667209,61.235306,61.55204,21683600,49.369864,-1.35
1999-11-18,61.974377,63.439274,61.604853,63.439274,17738400,49.509858,3.07
1999-11-19,63.162097,64.1123,62.924546,64.006721,17939400,49.654106,0.89
1999-11-22,64.138699,65.458425,63.030128,63.030128,18841800,49.787201,-1.53
1999-11-23,64.561012,64.613801,62.713395,63.320469,24047600,49.92186,0.46
1999-11-24,63.505263,65.663017,62.8454,65.40567,18617800,50.075928,3.29
1999-11-26,66.223865,66.540599,65.352846,65.616791,8045200,50.230563,0.32
1999-11-29,65.484848,66.039134,64.455461,64.534645,20485200,50.372892,-1.65
1999-11-30,64.666589,64.772167,62.079926,62.079926,23702400,50.48938,-3.8
1999-12-01,62.766193,63.74279,62.291091,63.426056,23205800,50.618103,2.17
1999-12-02,63.66359,65.563996,63.623998,65.438622,17229200,50.765571,3.17
1999-12-03,66.989277,67.728323,66.646148,66.83091,21444600,50.925425,2.13
1999-12-06,67.088299,67.992312,66.461429,67.438026,16018400,51.08973,0.91
1999-12-07,67.649183,67.913128,66.586803,67.438026,23397000,51.252399,0.0
1999-12-08,67.4578,67.98569,66.461407,66.619774,19563000,51.405309,-1.21
1999-12-09,67.57,67.939523,65.247281,66.936531,28445400,51.559848,0.48
1999-12-10,67.490807,67.728357,65.986319,67.490807,20428400,51.718365,0.83
1999-12-13,67.259843,68.698345,66.962905,68.408005,16209200,51.884431,1.36
1999-12-14,68.203428,68.599346,66.725335,67.174042,27760200,52.036567,-1.8
1999-12-15,66.408619,68.467392,65.82794,68.467392,31797200,52.200057,1.93
1999-12-16,69.364811,70.315014,69.048077,70.156647,27219600,52.37873,2.47
1999-12-17,71.370792,71.687526,70.466779,70.763718,23892400,52.561665,0.87
1999-12-20,71.291613,72.004265,70.684539,71.687531,15392000,52.751972,1.31
1999-12-21,71.898671,75.541115,71.489556,75.541115,26003800,52.97873,5.38
1999-12-22,75.32996,75.435539,73.851867,75.303566,22313600,53.200868,-0.31
1999-12-23,75.904058,76.649703,75.17161,76.200996,17543600,53.429725,1.19
1999-12-27,76.280126,76.30652,74.247749,75.752235,19281800,53.651839,-0.59
1999-12-28,75.805082,76.43855,74.80209,75.277191,15346400,53.867017,-0.63
1999-12-29,76.016223,78.127785,75.910645,78.127785,16512600,54.108417,3.79
1999-12-30,79.077954,79.183532,77.283127,77.283127,21887000,54.339012,-1.08
1999-12-31,78.233363,78.708464,77.177582,77.177582,14464400,54.566261,-0.14
2000-01-03,81.242377,81.242377,76.649728,80.028229,36345200,54.819614,3.69
