entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,buy_buffer_pct,hold_days_used,asset_id,trade_type,holding_days
2005-05-26,2006-06-12,0.475039,0.40959,21050909,-1377768,-0.1378,0.0,3,tqqq,signal,382
2006-09-29,2008-01-17,0.47175,0.504621,18277121,600779,0.0697,0.0,3,tqqq,signal,475
2008-05-07,2008-07-03,0.555779,0.414298,16594736,-2347840,-0.2546,0.0,3,tqqq,signal,57
2009-06-04,2011-08-09,0.128492,0.288113,53506480,8540744,1.2423,0.0,3,tqqq,signal,796
2011-10-17,2015-08-25,0.390699,1.774839,39457310,54614475,3.5427,0.0,3,tqqq,signal,1408
2015-10-28,2016-01-14,2.384817,1.713563,29365099,-19711446,-0.2815,0.0,3,tqqq,signal,78
2016-04-05,2018-11-21,2.037089,5.23885,24701397,79087974,1.5717,0.0,3,tqqq,signal,960
2019-02-28,2020-03-13,6.102145,6.228562,21206792,2680908,0.0207,0.0,3,tqqq,signal,379
2020-04-20,2022-01-26,7.819365,27.179618,16892398,327041097,2.4759,0.0,3,tqqq,signal,646
2023-03-22,2025-04-04,12.471686,22.80448,36813700,380388362,0.8285,0.0,3,tqqq,signal,744
